transaction_id,purchase_date,customer_id,gender,age_group,marketing_channel,product_category,device_type,session_duration_min,email_opens_last_30d,click_through_rate,repeat_customer,quantity,purchase_amount_usd,month,day_name,is_weekend
T101059,2025-06-28,C1205,Male,35-44,Organic Search,Fashion,Desktop,11.6,3,0.1,0,1,47.19,2025-06,Saturday,True
T101060,2025-05-05,C1275,,35-44,Social,Fitness,Mobile,4.0,5,0.087,0,2,207.74,2025-05,Monday,False
T101061,2025-12-19,C1255,Female,35-44,Paid Search,Home,Mobile,6.8,3,0.078,0,1,85.72,2025-12,Friday,False
T101062,2025-01-23,C1265,Male,35-44,Referral,Home,Desktop,4.1,5,0.068,0,2,124.69,2025-01,Thursday,False
T101063,2025-03-04,C1024,Female,18-24,Paid Search,Fitness,Desktop,0.8,2,0.053,0,2,166.97,2025-03,Tuesday,False
T101064,2025-05-23,C1280,Male,25-34,Organic Search,Electronics,Mobile,7.6,2,0.106,1,1,190.01,2025-05,Friday,False
T101065,2025-06-02,C1252,Male,25-34,Social,Electronics,Desktop,6.5,5,0.088,0,2,379.78,2025-06,Monday,False
T101066,2025-05-25,C1309,Male,18-24,Social,Electronics,Mobile,2.3,5,0.107,0,1,182.13,2025-05,Sunday,True
T101067,2025-08-13,C1288,,18-24,Referral,Beauty,Desktop,9.3,5,0.059,1,1,52.91,2025-08,Wednesday,False
T101068,2025-11-05,C1163,Female,35-44,Referral,Fitness,Desktop,5.2,4,0.058,1,1,117.94,2025-11,Wednesday,False
T101069,2025-04-14,C1094,Male,35-44,Paid Search,Electronics,Mobile,3.8,3,0.097,1,1,236.16,2025-04,Monday,False
T101070,2025-04-14,C1269,Male,25-34,Email,Fitness,Mobile,3.6,4,0.014,0,1,76.98,2025-04,Monday,False
T101072,2025-07-17,C1109,Non-binary,25-34,Social,Fitness,Mobile,1.7,5,0.112,1,1,151.37,2025-07,Thursday,False
T101073,2025-05-14,C1309,Female,25-34,Referral,Fashion,Desktop,3.4,4,0.061,0,1,56.05,2025-05,Wednesday,False
T101074,2025-03-08,C1237,Male,35-44,Paid Search,Fitness,Desktop,7.6,6,0.088,1,1,94.06,2025-03,Saturday,True
T101075,2025-06-28,C1024,Female,45-54,Email,Fashion,Desktop,7.2,4,0.093,0,1,71.13,2025-06,Saturday,True
T101076,2025-02-11,C1140,Female,45-54,Email,Fashion,Mobile,3.9,1,0.113,0,1,42.65,2025-02,Tuesday,False
T101077,2025-01-15,C1116,Male,35-44,Social,Beauty,Mobile,9.7,2,0.069,0,1,54.72,2025-01,Wednesday,False
T101078,2025-04-21,C1024,Male,35-44,Paid Search,Fitness,Desktop,3.7,2,0.07,0,1,96.22,2025-04,Monday,False
T101079,2025-06-06,C1078,Female,18-24,Paid Search,Fashion,Mobile,6.0,1,0.064,0,1,71.06,2025-06,Friday,False
T101080,2025-10-16,C1067,Female,25-34,Organic Search,Home,Desktop,5.6,3,0.101,1,3,332.25,2025-10,Thursday,False
T101081,2025-08-19,C1172,Male,18-24,Social,Electronics,Desktop,5.7,5,0.102,0,2,326.74,2025-08,Tuesday,False
T101082,2025-06-06,C1011,Female,55+,Social,Fashion,Mobile,6.0,5,0.12,1,1,74.68,2025-06,Friday,False
T101083,2025-02-07,C1287,Female,18-24,Organic Search,Fitness,Desktop,5.9,4,0.045,1,2,177.6,2025-02,Friday,False
T101084,2025-04-07,C1127,Male,18-24,Email,Electronics,Mobile,5.9,6,0.149,0,1,110.5,2025-04,Monday,False
T101085,2025-10-16,C1095,Male,45-54,Organic Search,Home,Mobile,6.0,2,0.073,0,1,85.95,2025-10,Thursday,False
T101086,2025-09-11,C1091,Female,55+,Social,Fashion,Tablet,9.2,4,0.081,1,3,288.28,2025-09,Thursday,False
T101087,2025-07-15,C1140,Male,45-54,Referral,Beauty,Tablet,5.9,3,0.087,1,1,45.58,2025-07,Tuesday,False
T101088,2025-03-27,C1030,Male,18-24,Email,Fitness,Mobile,8.2,1,0.055,0,3,342.67,2025-03,Thursday,False
T101089,2025-11-18,C1019,Male,18-24,Email,Fitness,Tablet,6.5,3,0.07,0,1,77.87,2025-11,Tuesday,False
T101090,2025-01-10,C1145,Male,25-34,Email,Fitness,Mobile,7.4,4,0.126,1,1,95.85,2025-01,Friday,False
T101091,2025-01-05,C1315,Female,18-24,Paid Search,Beauty,Mobile,8.4,3,0.126,0,1,33.76,2025-01,Sunday,True
T101092,2025-05-03,C1159,Female,18-24,Social,Fitness,Mobile,3.6,4,0.088,1,1,135.68,2025-05,Saturday,True
T101093,2025-11-26,C1042,Female,25-34,Email,Fitness,Tablet,8.1,7,0.113,1,1,98.97,2025-11,Wednesday,False
T101094,2025-12-19,C1253,Male,55+,Paid Search,Fitness,Mobile,6.0,6,0.094,0,1,87.58,2025-12,Friday,False
T101095,2025-04-28,C1129,Female,25-34,Paid Search,Home,Mobile,4.1,1,0.08,0,2,195.02,2025-04,Monday,False
T101096,2025-10-21,C1059,Male,35-44,Email,Home,Mobile,8.4,6,0.059,0,1,76.16,2025-10,Tuesday,False
T101097,2025-06-08,C1150,Female,35-44,Paid Search,Fashion,Desktop,5.4,2,0.056,1,1,114.49,2025-06,Sunday,True
T101098,2025-10-30,C1286,Female,25-34,Paid Search,Electronics,Mobile,7.4,4,0.059,0,1,189.33,2025-10,Thursday,False
T101099,2025-08-16,C1004,Male,35-44,Paid Search,Electronics,Mobile,0.3,6,0.13,0,2,390.58,2025-08,Saturday,True
T101100,2025-12-31,C1265,Male,25-34,Social,Beauty,Mobile,8.3,2,0.108,1,1,29.51,2025-12,Wednesday,False
T101101,2025-08-04,C1129,Female,18-24,Organic Search,Fashion,Desktop,13.0,3,0.125,0,1,80.21,2025-08,Monday,False
T101102,2025-07-03,C1266,Male,35-44,Email,Electronics,Desktop,6.5,3,0.094,0,3,573.61,2025-07,Thursday,False
T101103,2025-01-15,C1177,Female,18-24,Referral,Electronics,Mobile,5.8,3,0.056,1,1,216.28,2025-01,Wednesday,False
T101104,2025-06-06,C1252,Male,55+,Organic Search,Electronics,Desktop,5.3,2,0.1,0,1,194.37,2025-06,Friday,False
T101105,2025-05-16,C1055,Male,25-34,Social,Fitness,Mobile,7.9,6,0.12,1,2,188.03,2025-05,Friday,False
T101106,2025-09-18,C1082,Female,35-44,Email,Electronics,Desktop,5.7,3,0.101,1,2,389.77,2025-09,Thursday,False
T101107,2025-06-06,C1098,Male,25-34,Email,Home,Desktop,8.1,2,0.042,0,1,82.54,2025-06,Friday,False
T101108,2025-02-16,C1148,Male,18-24,Email,Home,Mobile,10.8,4,0.038,0,1,138.11,2025-02,Sunday,True
T101109,2025-11-20,C1155,Male,18-24,Email,Fashion,Mobile,8.6,6,0.101,0,2,142.05,2025-11,Thursday,False
T101110,2025-11-28,C1189,Female,35-44,Paid Search,Home,Desktop,6.1,0,0.073,1,1,88.81,2025-11,Friday,False
T101111,2025-06-22,C1262,Female,45-54,Referral,Electronics,Desktop,3.7,5,0.091,0,3,822.07,2025-06,Sunday,True
T101112,2025-05-10,C1079,Non-binary,45-54,Paid Search,Beauty,Mobile,5.5,2,0.06,1,1,66.94,2025-05,Saturday,True
T101113,2025-04-05,C1251,Female,25-34,Paid Search,Fashion,Desktop,6.1,3,0.086,1,1,97.32,2025-04,Saturday,True
T101114,2025-04-25,C1096,Male,45-54,Organic Search,Fitness,Mobile,3.2,2,0.049,0,1,92.29,2025-04,Friday,False
T101115,2025-08-31,C1259,Male,35-44,Email,Fashion,Mobile,9.2,3,0.089,1,2,169.57,2025-08,Sunday,True
T101116,2025-10-19,C1259,Male,35-44,Organic Search,Fashion,Mobile,7.9,3,0.104,0,3,245.4,2025-10,Sunday,True
T101117,2025-10-09,C1102,Female,25-34,Organic Search,Electronics,Desktop,3.9,3,0.106,1,1,162.8,2025-10,Thursday,False
T101118,2025-10-26,C1039,Female,35-44,Social,Fitness,Desktop,2.1,2,0.043,1,3,129.725,2025-10,Sunday,True
T101119,2025-10-10,C1272,Male,45-54,Referral,Home,Mobile,8.3,4,0.096,0,1,115.9,2025-10,Friday,False
T101120,2025-03-10,C1100,Female,25-34,Paid Search,Beauty,Mobile,6.5,2,0.064,0,1,48.55,2025-03,Monday,False
T101121,2025-05-28,C1307,Female,45-54,Organic Search,Electronics,Mobile,6.7,5,0.128,1,2,305.34,2025-05,Wednesday,False
T101122,2025-01-11,C1220,Female,35-44,Referral,Home,Mobile,5.5,4,0.111,1,2,247.17,2025-01,Saturday,True
T101123,2025-09-11,C1307,Female,25-34,Social,Fashion,Mobile,8.5,3,0.083,1,2,176.59,2025-09,Thursday,False
T101124,2025-11-26,C1123,Male,18-24,Organic Search,Electronics,Mobile,8.5,2,0.147,0,2,395.35,2025-11,Wednesday,False
T101125,2025-12-26,C1230,Female,25-34,Referral,Fashion,Mobile,4.4,3,0.06,0,1,57.38,2025-12,Friday,False
T101126,2025-02-07,C1177,Female,35-44,Email,Electronics,Mobile,8.7,2,0.08,0,1,180.13,2025-02,Friday,False
T101127,2025-05-14,C1062,Female,45-54,Referral,Electronics,Desktop,6.5,3,0.098,1,3,722.3,2025-05,Wednesday,False
T101128,2025-07-19,C1115,Male,18-24,Email,Fashion,Mobile,6.5,4,0.143,0,1,63.16,2025-07,Saturday,True
T101129,2025-01-23,C1190,Male,45-54,Organic Search,Fitness,Mobile,6.6,1,0.126,0,1,85.61,2025-01,Thursday,False
T101130,2025-10-30,C1061,Female,45-54,Referral,Fitness,Desktop,12.1,7,0.106,1,2,199.32,2025-10,Thursday,False
T101131,2025-12-12,C1255,Male,18-24,Paid Search,Electronics,Mobile,6.2,2,0.056,0,1,237.1,2025-12,Friday,False
T101132,2025-10-29,C1006,Male,45-54,Organic Search,Beauty,Desktop,2.3,2,0.056,0,2,100.2,2025-10,Wednesday,False
T101133,2025-12-29,C1154,Male,55+,Paid Search,Fitness,Mobile,4.7,3,0.103,0,1,54.97,2025-12,Monday,False
T101134,2025-08-06,C1091,Male,35-44,Referral,Fitness,Mobile,8.3,2,0.044,1,2,259.5,2025-08,Wednesday,False
T101135,2025-05-21,C1013,Female,45-54,Social,Beauty,Mobile,5.8,4,0.092,0,1,50.37,2025-05,Wednesday,False
T101136,2025-04-14,C1228,Female,55+,Social,Fashion,Mobile,6.5,0,0.106,0,1,87.17,2025-04,Monday,False
T101137,2025-07-29,C1085,Female,35-44,Organic Search,Fitness,Mobile,5.4,1,0.038,0,1,83.93,2025-07,Tuesday,False
T101138,2025-04-21,C1132,Female,25-34,Social,Fashion,Tablet,0.3,5,0.101,1,1,80.39,2025-04,Monday,False
T101139,2025-04-14,C1182,,45-54,Paid Search,Fitness,Mobile,4.6,2,0.109,1,1,69.71,2025-04,Monday,False
T101140,2025-11-12,C1061,Female,35-44,Paid Search,Fitness,Mobile,6.3,6,0.071,0,1,51.22,2025-11,Wednesday,False
T101141,2025-06-20,C1218,Female,35-44,Social,Electronics,Desktop,2.1,4,0.077,0,1,178.94,2025-06,Friday,False
T101142,2025-12-22,C1245,Male,25-34,Paid Search,Home,Mobile,3.6,3,0.028,1,1,96.8,2025-12,Monday,False
T101143,2025-11-20,C1229,Male,45-54,Email,Fashion,Desktop,5.6,5,0.079,1,1,81.45,2025-11,Thursday,False
T101144,2025-05-13,C1078,Female,18-24,Email,Electronics,Mobile,5.7,4,0.036,1,1,238.02,2025-05,Tuesday,False
T101145,2025-10-20,C1148,Female,55+,Email,Electronics,Tablet,7.5,2,0.061,1,2,728.71,2025-10,Monday,False
T101146,2025-11-24,C1137,Female,25-34,Referral,Home,Mobile,5.8,5,0.07,1,1,86.91,2025-11,Monday,False
T101147,2025-05-07,C1313,Male,18-24,Organic Search,Electronics,Mobile,7.4,6,0.047,1,2,334.33,2025-05,Wednesday,False
T101148,2025-04-16,C1064,Female,25-34,Social,Fashion,Desktop,4.7,5,0.045,0,2,169.37,2025-04,Wednesday,False
T101149,2025-04-02,C1012,Female,18-24,Paid Search,Fashion,Mobile,7.0,0,0.046,0,2,146.85,2025-04,Wednesday,False
T101150,2025-10-14,C1212,Male,35-44,Paid Search,Beauty,Mobile,10.2,6,0.119,0,2,69.89,2025-10,Tuesday,False
T101151,2025-02-20,C1241,Female,55+,Paid Search,Electronics,Desktop,7.2,4,0.08,1,1,242.0,2025-02,Thursday,False
T101152,2025-01-29,C1212,Male,45-54,Social,Fitness,Mobile,5.9,2,0.12,1,2,174.79,2025-01,Wednesday,False
T101153,2025-10-23,C1180,Male,18-24,Organic Search,Fitness,Mobile,4.1,6,0.07,1,1,111.66,2025-10,Thursday,False
T101154,2025-10-24,C1172,Female,18-24,Referral,Fashion,Desktop,6.7,2,0.07,0,3,206.72,2025-10,Friday,False
T101155,2025-08-02,C1159,Non-binary,45-54,Social,Beauty,Mobile,6.0,6,0.069,0,3,112.08,2025-08,Saturday,True
T101156,2025-09-24,C1163,Male,55+,Organic Search,Home,Desktop,6.5,3,0.005,0,1,53.03,2025-09,Wednesday,False
T101157,2025-09-14,C1187,Female,25-34,Organic Search,Beauty,Tablet,1.9,1,0.097,0,1,49.47,2025-09,Sunday,True
T101158,2025-10-29,C1190,Male,25-34,Referral,Fashion,Mobile,6.0,2,0.079,1,1,102.01,2025-10,Wednesday,False
T101159,2025-04-11,C1307,Male,25-34,Social,Fitness,Mobile,7.5,0,0.084,1,2,257.79,2025-04,Friday,False
T101160,2025-12-12,C1255,Male,45-54,Email,Fitness,Mobile,6.8,4,0.019,0,1,116.48,2025-12,Friday,False
T101161,2025-04-20,C1182,Female,35-44,Organic Search,Electronics,Mobile,5.7,0,0.081,0,1,189.07,2025-04,Sunday,True
T101162,2025-07-01,C1116,,25-34,Social,Fitness,Tablet,5.6,2,0.069,1,1,111.41,2025-07,Tuesday,False
T101163,2025-11-09,C1281,Female,25-34,Social,Fitness,Mobile,3.8,1,0.086,0,1,76.98,2025-11,Sunday,True
T101164,2025-01-01,C1195,Female,45-54,Email,Home,Mobile,7.4,4,0.08,1,3,296.21,2025-01,Wednesday,False
T101165,2025-11-15,C1033,Female,18-24,Referral,Beauty,Desktop,7.6,0,0.067,0,2,123.24,2025-11,Saturday,True
T101166,2025-02-24,C1051,Female,25-34,Referral,Home,Desktop,3.0,4,0.099,0,1,111.55,2025-02,Monday,False
T101167,2025-05-29,C1111,Male,35-44,Paid Search,Electronics,Mobile,8.4,2,0.113,0,1,260.41,2025-05,Thursday,False
T101168,2025-11-05,C1251,Female,18-24,Referral,Electronics,Mobile,4.9,2,0.07,0,1,219.17,2025-11,Wednesday,False
T101169,2025-05-17,C1081,Female,18-24,Email,Home,Desktop,5.6,2,0.039,1,1,124.09,2025-05,Saturday,True
T101170,2025-07-21,C1231,Male,45-54,Email,Beauty,Tablet,11.1,1,0.041,0,2,103.03,2025-07,Monday,False
T101171,2025-11-09,C1226,Female,45-54,Email,Electronics,Desktop,10.5,2,0.095,0,1,244.2,2025-11,Sunday,True
T101172,2025-04-27,C1232,Female,45-54,Email,Home,Mobile,2.9,3,0.121,0,1,89.09,2025-04,Sunday,True
T101173,2025-06-03,C1220,Female,45-54,Social,Fashion,Mobile,3.3,8,0.028,0,3,139.99,2025-06,Tuesday,False
T101174,2025-10-18,C1041,Female,35-44,Email,Beauty,Mobile,3.9,1,0.051,0,3,169.1,2025-10,Saturday,True
T101175,2025-03-04,C1020,Female,45-54,Paid Search,Fitness,Mobile,10.5,6,0.072,0,1,138.75,2025-03,Tuesday,False
T101176,2025-09-01,C1041,Male,25-34,Email,Home,Tablet,5.0,3,0.021,1,1,114.55,2025-09,Monday,False
T101177,2025-01-25,C1112,Female,35-44,Paid Search,Fitness,Desktop,2.8,1,0.079,1,1,79.25,2025-01,Saturday,True
T101178,2025-03-31,C1104,Female,55+,Email,Electronics,Tablet,9.6,2,0.093,0,2,318.87,2025-03,Monday,False
T101179,2025-03-16,C1191,Male,25-34,Social,Fashion,Mobile,8.0,3,0.096,0,3,237.08,2025-03,Sunday,True
T101180,2025-10-21,C1016,Male,25-34,Email,Electronics,Desktop,12.1,4,0.07,0,1,106.5,2025-10,Tuesday,False
T101181,2025-07-29,C1119,Female,25-34,Referral,Fitness,Desktop,8.0,5,0.071,0,1,71.52,2025-07,Tuesday,False
T101182,2025-12-13,C1128,Male,18-24,Social,Home,Desktop,6.4,1,0.051,1,3,334.26,2025-12,Saturday,True
T101183,2025-01-17,C1129,Female,18-24,Email,Fitness,Mobile,6.5,5,0.029,1,2,225.05,2025-01,Friday,False
T101184,2025-05-08,C1059,Male,45-54,Referral,Beauty,Mobile,5.4,4,0.076,1,4,151.55,2025-05,Thursday,False
T101185,2025-12-30,C1047,Male,55+,Email,Home,Desktop,9.8,4,0.094,0,1,63.06,2025-12,Tuesday,False
T101186,2025-09-08,C1028,Female,25-34,Paid Search,Electronics,Mobile,9.9,4,0.082,0,1,227.25,2025-09,Monday,False
T101187,2025-06-28,C1096,Male,18-24,Email,Fitness,Tablet,2.5,4,0.115,1,1,114.99,2025-06,Saturday,True
T101188,2025-07-01,C1009,Female,18-24,Paid Search,Fashion,Mobile,8.9,4,0.092,0,1,66.31,2025-07,Tuesday,False
T101189,2025-06-01,C1241,Male,45-54,Organic Search,Fashion,Desktop,3.8,5,0.102,0,1,72.67,2025-06,Sunday,True
T101190,2025-01-25,C1313,Female,25-34,Social,Electronics,Desktop,12.5,4,0.087,1,1,213.33,2025-01,Saturday,True
T101191,2025-06-29,C1231,Male,25-34,Paid Search,Home,Desktop,10.3,2,0.138,1,1,156.1,2025-06,Sunday,True
T101192,2025-07-17,C1276,Male,25-34,Social,Fashion,Mobile,3.7,6,0.067,1,3,189.68,2025-07,Thursday,False
T101193,2025-12-10,C1283,Male,25-34,Email,Beauty,Tablet,7.1,4,0.102,0,1,44.91,2025-12,Wednesday,False
T101194,2025-06-10,C1202,Female,25-34,Social,Fitness,Desktop,9.0,0,0.089,0,2,205.59,2025-06,Tuesday,False
T101195,2025-06-26,C1246,Male,45-54,Paid Search,Fashion,Mobile,4.9,4,0.104,0,1,40.0,2025-06,Thursday,False
T101196,2025-10-12,C1289,Male,35-44,Email,Fashion,Desktop,3.1,5,0.092,1,2,194.83,2025-10,Sunday,True
T101197,2025-03-04,C1263,Male,35-44,Email,Beauty,Mobile,6.8,0,0.081,0,1,28.53,2025-03,Tuesday,False
T101198,2025-05-30,C1213,Male,25-34,Email,Home,Mobile,6.1,3,0.093,1,2,217.02,2025-05,Friday,False
T101199,2025-06-03,C1199,Male,35-44,Organic Search,Home,Mobile,4.2,2,0.097,1,1,75.98,2025-06,Tuesday,False
